Company Name,Location,"Employees
Affected","Layoff
Date"
"KAISER FOUNDATION HEALTH PLAN,
INC",BURBANK,31,12/31/13
KASHI,LA JOLLA,28,3/8/13
KEOLIS TRANSIT AMERICA,LONG BEACH,77,11/26/13
"KING BROS., INC.",VALENCIA,83,11/22/13
KINGSTON TECHNOLOGY,FOUNTAIN VALLEY,55,8/26/13
KMART STORE #3053,PLEASANT HILL,56,1/13/13
KMART STORE #7678,SAN DIEGO,88,4/14/13
"KYOCERA SOLAR, INC",SAN DIEGO,108,3/20/13
LABCORP,IRVINE,24,10/19/13
LABCORP,IRVINE,42,11/16/13
LABCORP,IRVINE,84,12/7/13
LABCORP,IRVINE,6,12/31/13
"LABCORP-NATIONAL GENETICS
INSTITUTE (NGI)",LOS ANGELES,45,5/27/13
LAM RESEARCH CORPORATION,FREMONT,34,3/29/13
LAM RESEARCH CORPORATION,LIVERMORE,4,3/29/13
LAM RESEARCH CORPORATION,SAN JOSE,3,3/29/13
LEIDOS INC,ELSEGUNDO,79,1/15/13
LIFESCAN (JOHNSON & JOHNSON),MILPITAS,71,1/18/13
"LIFESCAN, INC",MILPITAS,76,9/13/13
"LIVE NATION ENTERTAINMENT, INC.",UNIVERSAL CITY,506,9/6/13
LOCKHEED MARTIN,SUNNYVALE,70,12/31/13
LOCKHEED MARTIN,SUNNYVALE,70,12/31/13
LOCKHEED MARTIN CORPORATION,PALMDALE,63,3/28/13
LOCKHEED MARTIN CORPORATION,SUNNYVALE,100,6/30/13
LOCKHEED MARTIN CORPORATION,SUNNYVALE,163,9/30/13
LOMA LINDA UNIVERSITY,LOMA LINDA,113,8/25/13
"LOMA LINDA UNIVERSITY
ANESTHESIOLOGY MEDICAL GROUP",LOMA LINDA,60,12/31/13
"LOMA LINDA UNIVERSITY-FACULTY
MEDICAL GROUP",LOMA LINDA,117,12/31/13
LPL FINANCIAL LLC,SAN DIEGO,31,10/14/13
LUCASFILM ANIMATION LTD,NICASIO,117,5/18/13
"LUCASFILM ENTERTAINMENT
COMPANY (LUCASARTS)",SAN FRANCISCO,201,6/2/13
MACY'S,PASADENA,109,3/18/13
MAGU RANCH PARTNERSHIP,OXNARD,128,5/9/13
MAGU RANCH PARTNERSHIP,OXNARD,6,5/9/13
"MANPOWER INC (XYRATEX INC
ASSIGNMENT)",WEST SACRAMENTO,126,5/1/13
MARITZ RESEARCH INC,LONG BEACH,404,2/28/13
"MC CANN'S ENGNG & MANUFACT. CO.
(MANITOWOC)",LOS ANGELES,82,1/4/13
"MC COMMUNICATIONS, INC",CARLSBAD,32,11/2/13
"MC COMMUNICATIONS, INC",EL CAJON,88,11/2/13
MCCUNE CHRYSLER JEEP DODGE,NATIONAL CITY,87,1/15/13
MCDONALDS,LOS ANGELES,55,12/1/13
"MCLANE/SUNEAST, INC D/B/A MCLANE
SOUTHERN CA",SAN BERNARDINO,53,11/11/13
"MEDICAL BILLING TECHNOLOGIES,
INC",VISALIA,48,6/3/13
"MEDICAL BILLING TECHNOLOGIES,
INC",VISALIA,10,8/26/13
"MEDICAL BILLING TECHNOLOGIES,
INC.",VISALIA,11,8/26/13
MEMORIAL MEDICAL CENTER,MODESTO,16,9/3/13
MEMORIAL MEDICAL CENTER,MODESTO,2,9/13/13
"MENLO PARK SURGICAL HOSP/PALO
ALTO MED FOUNDATION",MENLO PARK,2,9/3/13
MENZIES AVIATION LAX,LOS ANGELES,87,3/17/13
MERCURY NEWS,SAN JOSE,118,5/13/13
METLIFE,IRVINE,53,12/31/13
MICROSEMI CORPORATION,SAN JOSE,110,12/2/13
MILLS PENINSULA DIVISION,BURLINGAME,3,9/30/13
"MILLS PENINSULA EXT CARE-BAY
AREA SR HEALTH SVCS",SAN MATEO,76,5/28/13
MILLS-PENINSULA HEALTH SERVICES,BURLINGAME,48,4/1/13
MILLS-PENINSULA HEALTH SERVICES,BURLINGAME,41,8/19/13
MILLS-PENINSULA MEDICAL CENTER,BURLINGAME,12,9/3/13
MONEY MAILE LLC,GARDEN GROVE,14,5/20/13
MONEY MAILER,GARDEN GROVE,6,9/30/13
MONEY MAILER LLC,GARDEN GROVE,5,5/6/13
MONEY MAILER LLC,GARDEN GROVE,17,6/6/13
MONEY MAILER LLC,GARDEN GROVE,75,7/2/13
"MONITOR GROUP LIMITED
PARTNERSHIP",SAN FRANCISCO,66,1/8/13
"MONTEREY CARE CENTER, INC.",ROSEMEAD,100,12/31/13
MOONDOGGIES,SAN DIEGO,52,12/31/13
"MORNGO BASIN MHS-BIG BEAR
RECOVERY SVCS",BIG BEAR LAKE,7,6/28/13
"MORONGO BASIN COUNSELING &
RECOVERY-MAIN AGENCY",YUCCA VALLEY,70,6/28/13
"MORONGO BASIN MHS (29 PALMS
CLINIC)",TWENTYNINE PALMS,6,6/28/13
"MORONGO BASIN MHS-BARSTOW
RECOVERY SVCS",BARSTOW,19,6/28/13
"MORONGO BASIN MHS-BARSTOW
RECOVERY SVCS OUTPATIENT",BARSTOW,3,6/28/13
"MORONGO BASIN MHS-JOSHUA TREE
DRUG COURT",JOSHUA TREE,4,6/28/13
"MORONGO BASIN MHS-LUCERNE VLY
CLINIC & CLUBHOUSE",LUCERNE VALLEY,3,6/28/13
"MORONGO BASIN MHS-MBMH
CHOICES DDP & DEJ",JOSHUA TREE,4,6/28/13
"MORONGO BASIN MHS-MONTEREY
BUSINESS CENTER",YUCCA VALLEY,39,6/28/13
"MOZZARELLA FRESCA, INC.",TIPTON,144,9/6/13
MV TRANSPORTATION INC,FRESNO,91,2/17/13
"MV TRANSPORTATION, INC.",VALLEJO,129,6/30/13
"NANOSOLAR, INC",SAN JOSE,170,4/15/13
"NATURAL BALANCE PET FOODS, INC.",PACOIMA,92,12/31/13
NBC UNIVERSAL MEDIA LLC,LOS ANGELES,97,11/11/13
NBCUNIVERSAL MEDIA LLC,LOS ANGELES,14,12/17/13
NBTY ACQUISITION LLC,CARSON,73,1/31/13
NBTY ACQUISITION LLC,CARSON,256,5/17/13
"NE OPCO, INC. D/B/A NATIONAL
ENVELOPE",BASSETT,147,8/6/13
"NETAPP, INC.",SUNNYVALE,235,7/16/13
"NEW DIMENSION ONE SPAS, INC",VISTA,29,5/3/13
"NEW DIMENSION ONE SPAS, INC",VISTA,8,5/25/13
"NEW MEATCO PROVISIONS, LLC",LOS ANGELES,152,4/5/13
"NEWPORT DIVERSIFIED (SANTA FE
SPRINGS SWAP MEET)",SANTA FE SPRINGS,23,9/27/13
"NEWPORT DIVERSIFIED, INC. SANTA
FE SPRINGS SWAP",SANTA FE SPRINGS,33,3/4/13
"NICK'S AT THE BEACH, INC
(DBA/NICK'S AT THE PIER)",SAN DIEGO,50,3/31/13
"NORDSTROM - ESCONDIDO
REGIONAL OFFICE",ESCONDIDO,13,4/1/13
"NORDSTROM-SAN DIEGO REGIONAL
OFFICE",SAN DIEGO,40,4/1/13
NORMS RESTAURANTS,SANTA MONICA,62,7/17/13
"NORTH AMERICAN BREWERIES
(SACTO PYRAMID ALEHOUSE)",SACRAMENTO,53,3/4/13
"NORTHRIDGE HOSPITAL MEDICAL
CENTER",NORTHRIDGE,138,10/28/13
"NORTHROP GRUMMAN TECHNICAL
SRVCS",FORT IRWIN,55,11/14/13
"NORTHROP GRUMMAN TECHNICAL
SRVCS (LSS CONTRACT)",FORT IRWIN,768,5/31/13
"NOVARTIS PHARMACEUTICALS
CORPORATION",VACAVILLE,36,12/31/13
"NOVARTIS VACCINES & DIAGNOSTIC,
INC",EMERYVILLE,54,11/22/13
OCEAN AVENUE SEAFOOD,SANTA MONICA,54,3/17/13
"OMNICARE, INC",BURBANK,62,5/23/13
"ONEWEST BANK, FSB",IRVINE,102,8/31/13
"ONEWEST BANK, FSB",PASADENA,78,8/31/13
ONYX PHARMACEUTICALS,"SOUTH SAN
FRANCISCO",58,12/31/13
OPTIMER PHARMACEUTICALS INC,SAN DIEGO,10,12/31/13
"OZUMO SANTA MONICA, LLC",SANTA MONICA,61,1/1/13
PACIFIC GAS & ELECTRIC,CONCORD,1,5/10/13
PACIFIC GAS & ELECTRIC,CUPERTINO,1,5/10/13
PACIFIC GAS & ELECTRIC,DAVIS,1,5/10/13
PACIFIC GAS & ELECTRIC,FRESNO,1,5/10/13
PACIFIC GAS & ELECTRIC,FRESNO,1,5/10/13
PACIFIC GAS & ELECTRIC,JACKSON,1,5/10/13
PACIFIC GAS & ELECTRIC,SACRAMENTO,2,5/10/13
PACIFIC GAS & ELECTRIC,SAN CARLOS,1,5/10/13
PACIFIC GAS & ELECTRIC,SAN FRANCISCO,52,5/10/13
PACIFIC GAS & ELECTRIC,SAN FRANCISCO,3,5/10/13
PACIFIC GAS & ELECTRIC,SAN RAMON,1,5/10/13
PACIFIC GAS & ELECTRIC,SANTA CRUZ,1,5/10/13
PACIFIC GAS & ELECTRIC,STOCKTON,1,5/10/13
PACIFIC HOAPITAL OF LONG BEACH,LONG BEACH,104,10/29/13
PACIFIC HOSPITAL OF LONG BEACH,LONG BEACH,569,10/29/13
PACIFIC HOSPITAL OF LONG BEACH,LONG BEACH,18,10/29/13
PACIFIC HOSPITAL OF LONG BEACH,LONG BEACH,7,10/29/13
PACIFIC HOSPITAL OF LONG BEACH,LONG BEACH,6,10/29/13
PACIFIC SCIENTIFIC COMPANY,DUARTE,194,8/14/13
"PACIFIC SHIP REPAIR AND
FABRICATION, INC",SAN DIEGO,280,3/1/13
PACIFICA HOTEL COMPANY,MARINA DEL REY,79,7/31/13
PALOMAR HEALTH,ESCONDIDO,17,7/26/13
PALOMAR HEALTH,ESCONDIDO,32,7/26/13
PALOMAR HEALTH,ESCONDIDO,2,7/26/13
PALOMAR HEALTH,ESCONDIDO,9,8/19/13
PALOMAR HEALTH,ESCONDIDO,1,8/19/13
PALOMAR HEALTH,ESCONDIDO,122,9/1/13
PALOMAR HEALTH,POWAY,14,7/26/13
PALOMAR HEALTH,SAN DIEGO,12,7/26/13
PALOMAR HEALTH,SAN DIEGO,3,8/19/13
PALOMAR MEDICAL CENTER,ESCONDIDO,7,8/19/13
PALOMAR MEDICAL CENTER,ESCONDIDO,35,9/19/13
"PARAMEDICS PLUS, LLC.",SAN LEANDRO,50,6/30/13
"PARAMONT PETROLEUM CORP
(EDINGTON LLC)",LONG BEACH,6,1/28/13
PARAMONT PETROLEUM RIFINERY,PARAMOUNT,59,1/28/13
"PARAMOUNT ENERGY SOLUTIONS
LLC",GRANITE BAY,170,9/3/13
"PARAMOUNT PICTURES
CORPORATION",LOS ANGELES,73,10/1/13
PENNYSAVERUSA.COM,RANCHO CORDOVA,43,5/29/13
PENNYSAVERUSA.COM,RANCHO CORDOVA,72,7/10/13
"PENNYSAVERUSA.COM (HARTE-
HANKS SHOPPERS INC)",RANCHO CORDOVA,5,4/29/13
"PENNYSAVERUSA.COM (SOUTHERN
COMPRINT CO)",RANCHO CORDOVA,25,4/27/13
"PEREGRINE SEMICONDUCTOR
CORPORATION",SAN DIEGO,20,12/5/13
PERSEID THERAPEUTICS LLC,REDWOOD CITY,59,8/12/13
PFIZER,SAN DIEGO,80,5/8/13
PHIL'S BBQ,SAN DIEGO,144,12/29/13
"PHILIPS ELECTRONICS NORTH
AMERICA",SAN JOSE,72,9/28/13
PHOENIX CASINO & LOUNGE INC,CITRUS HEIGHTS,61,4/14/13
PMI MORTGAGE INSURANCE CO,WALNUT CREEK,64,1/11/13
PNEUMATIC SCALE ANGELUS,VERNON,111,1/1/13
PNEUMATIC SCALEANGELUS,VERNON,8,7/8/13
PNEUMATIC SCALEANGELUS,VERNON,10,7/8/13
POINT WALKER INC,CITRUS HEIGHTS,133,4/16/13
"POINT WALKER, INC D/B/A/ LUCKY
DERBY CASINO",CITRUS HEIGHTS,118,7/15/13
"PORTS AMERICA-TTI OPERATIONS &
MARINE TERMINALS",OAKLAND,31,6/30/13
"POST FOODS, LLC",MODESTO,49,12/13/13
POWERWAVE TECHNOLOGIES,SANTA ANA,188,4/1/13
"PRATT & WHITNEY ROCKETDYNE, INC",CANOGA PARK,88,1/15/13
PRIMETECH INTERNATIONAL INC,BARSTOW,104,3/31/13
PROMMIS,SAN DIEGO,129,4/26/13
PSPM - DOWNEY ORTHOPEDIC,DOWNEY,57,4/1/13
PSPM - ENCINO,VAN NUYS,20,4/1/13
PSPM - IMPERIAL LIEN SOLUTIONS,LONG BEACH,20,4/1/13
PSPM - PSPM CORPORATE OFFICE,NEWPORT BEACH,12,4/1/13
"PSS WORLD MEDICAL - MCKESSON
CORPORATION",SANTA ANA,8,12/15/13
"PSS WORLD MEDICAL -MCKESSON
CORPORATION",SANTA ANA,34,11/15/13
"PSS WORLD MEDICAL-MCKESSON
CORPORATION",SANTA ANA,4,11/15/13
"PSS WORLD MEDICAL-MCKESSON
CORPORATION",SANTA ANA,2,12/15/13
"QUAD/GRAPHICS, INC",PITTSBURG,88,11/22/13
"QUARTERMASTER, LLC",CERRITOS,60,4/7/13
"QUIKSILVER, INC",HUNTINGTON BEACH,16,4/8/13
"QUIKSILVER, INC.",HUNTINGTON BEACH,49,4/30/13
"RADIOLOGICAL ASSOCIATES OF
SACRAMENTO",SACRAMENTO,341,1/31/13
RALPHS,IRVINE,51,7/9/13
RALPHS,SAN DIMAS,61,8/30/13
RALPHS GROCERY COMPANY,ARCADIA,49,5/24/13
RALPHS GROCERY COMPANY,FONTANA,57,1/15/13
RALPHS GROCERY COMPANY,RIVERSIDE,24,3/10/13
RALPHS GROCERY COMPANY #104,LA MESA,60,1/1/13
RALPHS GROCERY COMPANY #637,SYLMAR,58,10/18/13
"RALPHS GROCERY COMPANY
(ARTESIA)",COMPTON,11,3/10/13
"RALPHS GROCERY COMPANY
(GLENDALE)",LOS ANGELES,15,3/10/13
"RALPHS GROCERY COMPANY (LA
HABRA)",LA HABRA,3,3/10/13
"RALPHS GROCERY COMPANY
(PARAMOUNT)",PARAMOUNT,23,3/10/13
"RALPHS GROCERY COMPANY
(WILMINGTON)",COMPTON,32,3/10/13
"RALPHS GROCERY COMPANY STORE
#631",LONG BEACH,67,6/15/13
"RALPHS GROCERY COMPANY-
LOACTION 152",MORENO VALLEY,55,5/17/13
RANDSTAD (GOOGLE ASSIGNMENT),MOUNTAIN VIEW,36,6/11/13
"RANDSTAD (GOOGLE, INC.)",MOUNTAIN VIEW,30,7/24/13
"RANDSTAD (TEMP ASSGN
W/GOOGLE)",MOUNTAIN VIEW,31,4/9/13
RAS MEDICAL GROUP,SACRAMENTO,8,12/31/13
"RAS MEDICAL GROUP, FOLSOM
UROLOGY",FOLSOM,11,12/31/13
"RAS MEDICAL GROUP, NOR.
CA.THORACICA/AS.INSTITUTE",ROSEVILLE,1,12/31/13
"RAS MEDICAL GROUP,(SCHMO)",SACRAMENTO,16,12/31/13
"RAS MEDICAL GROUP,CARMICHAEL
UROLOGY",CARMICHAEL,7,12/31/13
RAYTHEON COMPANY,ELSEGUNDO,54,9/16/13
"RENAISSANCE STANFORD COURT
HOTEL",SAN FRANCISCO,90,6/28/13
"REVCYCLE+, INC",CERRITOS,163,8/27/13
"REVCYCLE+, INC",CERRITOS,26,10/26/13
"RHYTHM AND HUES, INC",ELSEGUNDO,464,4/12/13
"RHYTHM AND HUES, INC.",ELSEGUNDO,254,2/10/13
RICON,PANORAMA CITY,50,12/1/13
"RIOTINTO MINERALS(U.S. BORAX
INC)",BORON,234,11/27/13
"RITZ-CARLTON, LAKE TAHOE
(MARRIOT INTERNATIONAL)",TRUCKEE,250,4/14/13
RM FOODS,VERNON,166,7/22/13
"ROME RESEARCH CORPORATION
(RRC)",CAMP ROBERTS,54,3/31/13
RUBIN POSTAER ASSOCIATES,SANTA MONICA,90,5/31/13
"RUSHMORE LOAN MANAGEMENT
SERVICES LLC",IRVINE,101,12/31/13
RYDER,SAN BERNARDINO,108,9/23/13
"SAFEGUARD PROPERTIES
MANAGEMENT, LLC",SAN BERNARDINO,168,2/4/13
"SAFEGUARD PROPERTIES
MANAGEMENT, LLC",WESTLAKE VILLAGE,82,2/4/13
SAINT AGNES MEDICAL CENTER,FRESNO,75,1/23/13
SALTER LABS,ARVIN,87,8/25/13
"SAN DIEGO HOSPICE-INST FOR
PALLIATIVE MEDICINE",SAN DIEGO,129,1/4/13
"SAN DIEGO TOURISM AUTHORITY
(SDTA)",SAN DIEGO,84,5/6/13
"SAN FRANCISCI MUSEUM OF
MODERN ART",SAN FRANCISCO,48,6/1/13
"SAN FRANCISCO MARRIOTT
MARQUIS-FOURTH ST BAR&GRILL",SAN FRANCISCO,24,4/1/13
"SAN LEANDRO HOSPITAL (SUTTER
HEALTH)",SAN LEANDRO,464,10/31/13
"SANTA FE SPRINGS SWAP MEET-
NEWPORT DIVERSIFIED INC",SANTA FE SPRINGS,33,5/16/13
"SCIENCE APPLICATIONS
INTERNATIONAL CORP (SAIC)",SAN DIEGO,57,2/1/13
"SCIENCE APPLICATIONS
INTERNATIONAL CORP (SAIC)",SAN DIEGO,68,4/12/13
SELECT STAFFING@GSC LOGISTICS,OAKLAND,77,5/3/13
"SHELTER ISLAND INC (TOM HAM'S
LIGHTHOUSE)",SAN DIEGO,70,1/2/13
"SHOEDAZZLE.COM, INC",LOS ANGELES,52,12/31/13
"SIDECCA, INC (CORPORATE
OFFICE/WAREHOUSE)",CHATSWORTH,24,3/31/13
"SIDECCA, INC - NORTHRIDGE
FASHION CENTER",NORTHRIDGE,11,3/31/13
"SIDECCA, INC-BREA MALL",BREA,11,3/31/13
"SIDECCA, INC-BURBANKTOWN
CENTER",BURBANK,9,3/31/13
"SIDECCA, INC-LOS CERRITOS
CENTER",CERRITOS,11,3/31/13
"SIDECCA, INC-MONTCLAIR PLAZA",MONTCLAIR,9,3/31/13
"SIDECCA, INC-VALENCIA TOWN
CENTER",VALENCIA,10,3/31/13
"SIDECCA, INC-WESTFIELD SANTA
ANITA",ARCADIA,10,3/31/13
SILGAN CONTAINERS,RIVERBANK,176,6/30/13
SILGAN CONTAINERS,RIVERBANK,160,9/1/13
SILGAN CONTAINERS,RIVERBANK,63,10/20/13
SILGAN CONTAINERS,RIVERBANK,21,10/27/13
SILGAN CONTAINERS,RIVERBANK,34,11/3/13
SILGAN CONTAINERS,RIVERBANK,30,11/10/13
SILGAN CONTAINERS,RIVERBANK,25,11/24/13
SILGAN CONTAINERS,RIVERBANK,4,12/15/13
SILVER STAR AUTOMOTIVE GROUP,THOUSAND OAKS,47,10/8/13
"SODEXO, INC",LOS ANGELES,130,3/11/13
"SODEXO, INC",THOUSAND OAKS,93,4/19/13
"SODEXO, INC.",COMPTON,179,4/16/13
SOLOPOWER,SAN JOSE,33,6/17/13
SOLOPOWER INC,SAN JOSE,61,4/30/13
SONY ELECTRONICS INC,SAN DIEGO,130,4/26/13
SONY ONLINE ENTERTAINMENT,SAN DIEGO,70,10/28/13
SOUTHERN CALIFORNIA EDISON,IRWINDALE,6,7/13/13
SOUTHERN CALIFORNIA EDISON,IRWINDALE,4,7/13/13
SOUTHERN CALIFORNIA EDISON,ROSEMEAD,46,7/13/13
SOUTHERN CALIFORNIA EDISON,SAN CLEMENTE,600,8/26/13
SOUTHERN CALIFORNIA EDISON,SAN CLEMENTE,547,10/3/13
"SOUTHERN CALIFORNIA EDISON
(SONGS)",SAN CLEMENTE,100,3/11/13
"SOUTHERN CALIFORNIA EDISON
(SONGS)",SAN CLEMENTE,100,4/26/13
"SOUTHERN CALIFORNIA EDISON
COMAPNY (SCE)",ROSEMEAD,49,5/19/13
"SOUTHERN CALIFORNIA EDISON
COMPANY",IRWINDALE,11,6/16/13
"SOUTHERN CALIFORNIA EDISON
COMPANY",IRWINDALE,14,6/16/13
"SOUTHERN CALIFORNIA EDISON
COMPANY",ROSEMEAD,46,6/16/13
"SOUTHERN CALIFORNIA EDISON
COMPANY",SAN CLEMENTE,14,9/27/13
"SOUTHERN CALIFORNIA EDISON
COMPANY (SCE)",IRWINDALE,15,5/11/13
"SOUTHERN CALIFORNIA EDISON
COMPANY (SCE)",IRWINDALE,16,5/11/13
"SOUTHERN CALIFORNIA EDISON
COMPANY (SCE)",IRWINDALE,40,5/11/13
"SOUTHERN CALIFORNIA EDISON
COMPANY (SCE)",ROSEMEAD,52,5/11/13
"SOUTHERN CALIFORNIA EDISON
COMPANY-SONGS",SAN CLEMENTE,250,6/3/13
"SOUTHERN CALIFORNIA EDISON-
SONGS(MESA)",SAN CLEMENTE,8,11/1/13
"SOUTHERN CALIFORNIA EDISON-
SONGS-SSID-PPD",WESTMINSTER,19,11/1/13
"SPECTRUM ATHLETIC CLUB-
VALENCIA",SANTA CLARITA,88,10/30/13
"ST. JUDE MEDICAL CENTER (ST.
JOSEPH HEALTH)",FULLERTON,57,2/1/13
ST. MARY MEDICAL CENTER,LONG BEACH,86,8/12/13
"ST.JOHNS REGIONAL MEDICAL
CENTER",OXNARD,36,1/31/13
ST.JOSEPH HOSPITAL,ORANGE,128,4/1/13
"STMICROELECTRONICS, INC.",SANTA CLARA,52,10/1/13
"SUN WORLD INERNATIONAL, LLC",BLYTHE,65,1/15/13
SUNTRUST MORTAGE,IRVINE,89,12/31/13
"SUTTER CENTRAL VALLEY HOSP DBA
MEMORIAL MED CTR",MODESTO,39,6/17/13
"SUTTER CENTRAL VLY HOSP.DBA
MEMORIAL MEDICAL CENTR",MODESTO,114,1/15/13
"SUTTER EAST BAY HOSP - ASHBY
CAMPUS",BERKELEY,25,4/22/13
"SUTTER EAST BAY HOSP - SUMMIT
CAMPUS",OAKLAND,7,4/22/13
"SUTTER EAST BAY HOSPITALS
(SUMMIT CAMPUS)",OAKLAND,7,5/6/13
"SUTTER EAST BAY HOSPITALS
(SUMMIT)",OAKLAND,8,5/15/13
"SUTTER EASY BAY HOSPITALS (ALTA
BATES CAMPUS)",BERKELEY,7,5/6/13
"SUTTER HEALTH SACRAMENTO
SIERRA REGION",SACRAMENTO,2,11/18/13
"SUTTER HEALTH SACRAMENTO
SIERRA REGION",SACRAMENTO,3,12/2/13
"SUTTER HEALTH-ALTA BATES
SUMMIT",OAKLAND,6,10/17/13
"SUTTER HEALTH-ALTA BATES
SUMMIT MEDICAL CENTER",BERKELEY,9,10/4/13
"SUTTER HEALTH-MILLS-PENINSULA
MEDICAL CENTER",BURLINGAME,8,10/4/13
"SUTTER MEDICAL CENTER,
SACRAMENTO",SACRAMENTO,8,12/2/13
"SUTTER OAKS MIDTOWN NURSING
CENTER",SACRAMENTO,128,12/2/13
"SUTTER ROSEVILLE MEDICAL
CENTER",ROSEVILLE,68,12/1/13
SYMANTEC CORPORATION,CULVER CITY,46,8/16/13
SYMANTEC CORPORATION,CULVER CITY,2,9/4/13
SYMANTEC CORPORATION,CULVER CITY,6,9/27/13
SYMANTEC CORPORATION,CULVER CITY,4,11/12/13
SYMANTEC CORPORATION,MOUNTAIN VIEW,62,7/18/13
SYMANTEC CORPORATION,MOUNTAIN VIEW,114,8/16/13
SYMANTEC CORPORATION,MOUNTAIN VIEW,18,9/4/13
SYMANTEC CORPORATION,MOUNTAIN VIEW,74,9/27/13
SYMANTEC CORPORATION,MOUNTAIN VIEW,1,10/4/13
SYMANTEC CORPORATION,MOUNTAIN VIEW,1,10/28/13
SYMANTEC CORPORATION,MOUNTAIN VIEW,3,11/12/13
"SYSCO LOS ANGELES,INC",WALNUT,200,7/15/13
"SYSCO SAN DIEGO, INC",POWAY,70,6/3/13
TE CONNECTIVITY,CARPINTERIA,116,4/5/13
TECHNICOLOR,GLENDALE,50,3/28/13
TECHNICOLOR INC,GLENDALE,50,12/21/13
"TELEDYNE MICROELECTRONIC
TECHNOLOGIES",LOS ANGELES,93,5/11/13
TELLABS,SANTA CLARA,150,4/5/13
"TEVA PHARMACEUTICALS, INC",IRVINE,3,3/11/13
"TEVA PHARMACEUTICALS, INC",IRVINE,20,4/8/13
"TEXAS INSTRUMENTS
INCORPORATED",SANTA CLARA,57,3/23/13
THE BOEING COMPANY,ANAHEIM,1,1/25/13
THE BOEING COMPANY,ANAHEIM,1,2/22/13
THE BOEING COMPANY,ELSEGUNDO,17,1/25/13
THE BOEING COMPANY,ELSEGUNDO,2,3/22/13
THE BOEING COMPANY,ELSEGUNDO,3,4/5/13
THE BOEING COMPANY,ELSEGUNDO,10,5/3/13
THE BOEING COMPANY,ELSEGUNDO,11,5/27/13
THE BOEING COMPANY,ELSEGUNDO,9,7/19/13
THE BOEING COMPANY,ELSEGUNDO,3,8/23/13
THE BOEING COMPANY,HUNTINGTON BEACH,33,1/25/13
THE BOEING COMPANY,HUNTINGTON BEACH,10,2/22/13
THE BOEING COMPANY,HUNTINGTON BEACH,11,3/22/13
THE BOEING COMPANY,HUNTINGTON BEACH,18,4/5/13
THE BOEING COMPANY,HUNTINGTON BEACH,19,5/3/13
THE BOEING COMPANY,HUNTINGTON BEACH,45,5/27/13
THE BOEING COMPANY,HUNTINGTON BEACH,96,7/19/13
THE BOEING COMPANY,HUNTINGTON BEACH,16,7/19/13
THE BOEING COMPANY,LONG BEACH,35,1/25/13
THE BOEING COMPANY,LONG BEACH,2,2/22/13
THE BOEING COMPANY,LONG BEACH,23,3/22/13
THE BOEING COMPANY,LONG BEACH,2,4/5/13
THE BOEING COMPANY,LONG BEACH,11,5/3/13
THE BOEING COMPANY,LONG BEACH,7,5/27/13
THE BOEING COMPANY,LONG BEACH,15,7/19/13
THE BOEING COMPANY,LONG BEACH,8,8/23/13
THE BOEING COMPANY,PALMDALE,7,2/22/13
THE BOEING COMPANY,PALMDALE,2,7/19/13
THE BOEING COMPANY (ANAHEIM),ANAHEIM,11,1/1/13
"THE BOEING COMPANY (EL
SEGUNDO)",ELSEGUNDO,31,1/1/13
"THE BOEING COMPANY (HUNTINGTON
BEACH)",HUNTINGTON BEACH,75,1/1/13
"THE BOEING COMPANY (LONG
BEACH)",LONG BEACH,17,1/1/13
"THE CHEESECAKE FACTORY (GRAND
LUX CAFE, LLC)",LOS ANGELES,132,3/19/13
THE OUTDOOR CHANNEL,TEMECULA,5,12/6/13
THE PROUD BIRD,LOS ANGELES,96,11/21/13
TIME WARNER CABLE,HOLLYWOOD,304,4/30/13
TOPA MANAGEMENT COMPANY,HEMET,2,12/31/13
"TOPA MANAGEMENT COMPANY -
BIRCHCREST APTS",DOWNEY,4,12/31/13
"TOPA MANAGEMENT COMPANY-
AZUSA PARK",AZUSA,2,12/31/13
"TOPA MANAGEMENT COMPANY-CASA
BELLA",COSTA MESA,2,12/31/13
"TOPA MANAGEMENT COMPANY-CASA
PACIFICA",PORT HUENEME,2,12/31/13
"TOPA MANAGEMENT COMPANY-
COLLEGE PARK",LANCASTER,2,3/31/13
"TOPA MANAGEMENT COMPANY-
CONEJO FUTURE",THOUSAND OAKS,2,12/31/13
"TOPA MANAGEMENT COMPANY-
CORPORATE STAFF",LOS ANGELES,10,12/31/13
"TOPA MANAGEMENT COMPANY-
COVINA MANOR",CHARTER OAKS,2,12/31/13
"TOPA MANAGEMENT COMPANY-
FERN WOOD",LANCASTER,2,3/31/13
"TOPA MANAGEMENT COMPANY-
FOOTHILL VILLAS",SAN BERNARDINO,7,12/31/13
"TOPA MANAGEMENT COMPANY-
HARVARD MANOR",IRVINE,3,12/31/13
"TOPA MANAGEMENT COMPANY-
HA YWARD VILLA",HAYWARD,1,12/31/13
"TOPA MANAGEMENT COMPANY-
HOBART GARDENS",LOS ANGELES,3,12/31/13
"TOPA MANAGEMENT COMPANY-
SUNNYVIEW VILLA",PALM SPRINGS,2,12/31/13
"TOPA MANAGEMENT COMPANY-
VERNER VILLA",PICO RIVERA,1,12/31/13
"TOPA MANAGEMENT COMPANY-
VILLAGE LA PAZ",LAGUNA NIGUEL,2,12/31/13
"TOPA MANAGEMNT COMPANY-
SUTTER VILLAGE",YUBA CITY,2,12/31/13
