Company Name,Location,"Employees
Affected","Layoff
Date"
"LUKE & ASSOCIATES, INC.",BEALE AFB,15,5/11/12
MACY'S,SANTA ANA,3,9/15/12
"MARFRED (AMCOR PACKAGING
DISTRIBUTION)",LAKEVIEW TERRACE,33,3/23/12
"MARRIOT (RITZ-CARLTON, LAKE
TAHOE)",TRUCKEE,280,4/16/12
MARTIN JEFFERSON & SONS,SALINAS,82,12/31/12
"MAX'S ON THE SQUARE, INC.",SAN FRANCISCO,55,2/26/12
"MAZDA MOTORS OF AMERICA, INC.",IRVINE,27,7/2/12
"MAZDA MOTORS OF AMERICA, INC.",IRVINE,80,7/2/12
"MCKESSON PHARMACEUTICAL
CORPORATION",SAN FRANCISCO,83,3/31/12
MEDIMMUNE (ASTRAZENECA PLC),MOUNTAIN VIEW,176,9/28/12
MEDIMMUNE (ASTRAZENECA PLC),SANTA CLARA,88,9/28/12
MEDPOINT MANAGEMENT,WOODLAND HILLS,65,11/30/12
MENZIES AVIATION LAX,LOS ANGELES,192,7/24/12
"MERCURY AIR CARGO, INC.",LOS ANGELES,57,10/15/12
METLIFE,AGOURA HILLS,54,3/31/12
METLIFE,IRVINE,118,3/30/12
METLIFE,PLEASANTON,59,3/30/12
METLIFE,PLEASANTON,88,3/30/12
Ml PUEBLO FOOD CENTER,MODESTO,85,7/9/12
"MICRO ELECTRONICS, INC.",SANTA CLARA,49,9/12/12
MICROSEMI RFIS DIVISION,FOLSOM,78,7/16/12
"MILLS-PENINSULA HEALTH SERVICES
(EXTENDED CARE)",SAN MATEO,44,4/1/12
"MILLS-PENINSULA HEALTH SERVICES
(SKILLED NURSING)",BURLINGAME,46,4/1/12
"MILPRINT INC. (BEMIS COMPANY,
INC.)",NEWARK,123,3/3/12
"MITSUBISHI ELECTRIC VISUAL
SOLUTIONS AMERICA, INC",IRVINE,60,11/30/12
"MOBILITY PLUS, LLC / KEOLIS
TRANSIT AMERICA",SAN FRANCISCO,44,4/30/12
MOMENTIVE SPECIALTY CHEMICALS,FREMONT,14,3/31/12
MOMENTUM FOR MENTAL HEALTH,SAN JOSE,71,7/2/12
"MORGANS HOTEL GROUP
MANAGEMENT, LLC (SKYBAR)",WEST HOLLYWOOD,58,3/1/12
MOTOROLA MOBILITY LLC.,SAN DIEGO,160,8/31/12
MOTOROLA MOBILITY LLC.,SUNNYVALE,161,8/31/12
"MSC GROUP,INC",ANAHEIM,12,10/5/12
"MV TRANSPORTATION, INC.",ARCADIA,375,6/30/12
"MV TRANSPORTATION, INC.",MODESTO,114,9/28/12
"MV TRANSPORTATION, INC.",VAN NUYS,109,2/4/12
"MV TRANSPORTATION, INC.
(FAIRFIELD SUPPORT CENTER)",FAIRFIELD,32,6/1/12
MYLAN SPECIALTY LP,NAPA,267,8/24/12
NAMCO BANDAI GAMES AMERICA INC.,SAN JOSE,14,3/27/12
"NASTY GAL, INC.",ARLETA,47,7/15/12
NBC UNIVERSAL MEDIA LLC,BURBANK,50,12/31/12
NBC UNIVERSAL MEDIA LLC,LOS ANGELES,156,12/31/12
NBC UNIVERSAL MEDIA LLC,UNIVERSAL CITY,80,9/10/12
NBC UNIVERSAL MEDIA LLC,UNIVERSAL CITY,74,12/31/12
NBTY ACQUISITION LLC,GARDEN GROVE,44,12/19/12
NBTY ACQUISITION LLC,VALENCIA,68,12/19/12
"NESTLE USA-PREPARED FOODS
DIVISION",CHATSWORTH,103,2/1/12
NEW BREED,FONTANA,165,12/21/12
"NOKIA, INC.",SUNNYVALE,84,9/14/12
NORTH COUNTY TIMES,ESCONDIDO,56,6/4/12
"NORTHRIDGE HOSPITAL MEDICAL
CENTER",NORTHRIDGE,113,10/3/12
"NORTHROP GRUMMAN (AIRBORNE
AND MARITIME)",SAN DIEGO,112,3/9/12
"NORTHROP GRUMMAN ENTERPRISE
SHARED SERVICES",ELSEGUNDO,7,3/5/12
"NORTHROP GRUMMAN SYSTEMS
CORPORATION",REDONDO BEACH,50,3/27/12
"OMNICARE, INC.",STOCKTON,95,4/11/12
ONCORE MANUFACTURING SERVICES,SAN MARCOS,63,6/22/12
OPHTHONIX INC,VISTA,86,10/16/12
PACIFIC GAS & ELECTRIC COMPANY,ANTIOCH,2,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,AUBURN,2,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,AVILA BEACH,4,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,BAKERSFIELD,1,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,CONCORD,1,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,DAVIS,2,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,FAIRFIELD,5,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,FRESNO,1,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,FRESNO,1,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,FRESNO,2,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,MERCED,1,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,PLACERVILLE,1,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,ROCKLIN,1,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,SACRAMENTO,6,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,SACRAMENTO,2,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,SAN FRANCISCO,163,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,SAN LUIS OBISPO,3,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,SAN RAMON,28,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,SAN RAMON,4,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,SANTA ROSA,3,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,TEMPLETON,1,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,WALNUT CREEK,1,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,WEST SACRAMENTO,1,1/9/12
PACIFIC GAS & ELECTRIC COMPANY,WEST SACRAMENTO,3,1/9/12
"PACIFIC HOTEL MANAGEMENT, LLC
SHARATON PASADENA",PASADENA,153,7/30/12
"PACIFIC MONARCH RESORTS, INC.",ANAHEIM,5,8/22/12
"PACIFIC MONARCH RESORTS, INC.",ENCINO,10,8/22/12
"PACIFIC MONARCH RESORTS, INC.",IRVINE,7,8/22/12
"PACIFIC MONARCH RESORTS, INC.",LAGUNA BEACH,31,8/22/12
"PACIFIC MONARCH RESORTS, INC.",NEWPORT BEACH,4,8/22/12
"PACIFIC MONARCH RESORTS, INC.",ONTARIO,4,8/22/12
"PACIFIC MONARCH RESORTS, INC.",PALM SPRINGS,3,8/22/12
PACIFIC STEEL CASTING COMPANY,BERKELEY,135,11/15/12
PALM INC.,SUNNYVALE,219,4/28/12
PARAGON STUDIOS,MOUNTAIN VIEW,79,10/31/12
"PARSEC, INC",CITY OF INDUSTRY,44,12/31/12
"PARSEC, INC",LOS ANGELES,61,12/31/12
PATTERSON VEGETABLE COMPANY,PATTERSON,489,2/20/12
PATTERSON VEGETABLE COMPANY,PATTERSON,526,6/24/12
PAUL HASTINGS LLP,LOS ANGELES,23,1/11/12
"PELCO, DBA SCHNEIDER ELECTRIC",CLOVIS,4,3/13/12
"PERFORMANCE MOTORSPORTS, INC.
DBA JE PISTONS, INC.",HUNTINGTON BEACH,116,8/28/12
"PHILIPS (DISCUS DENTAL LLC-
AFFILIATE)",PLAYA VISTA,58,12/31/12
"PHILIPS ELECTRONICS NORTH
AMERICA",SAN JOSE,108,2/29/12
PMI MORTGAGE INSURANCE CO.,WALNUT CREEK,155,3/6/12
"PREMIER WAREHOUSING VENTURES,
LLC",MIRA LOMA,80,2/24/12
"PRIORITY ONE MEDICAL TRANSPORT,
INC.",ONTARIO,76,3/30/12
"PROVIDENCE HOLY CROSS MEDICAL
CENTER",MISSION HILLS,10,2/1/12
"QUEEN OF THE VALLEY MEDICAL
CENTER",NAPA,55,7/25/12
"QUIKSILVER, INC.",HUNTINGTON BEACH,44,7/2/12
"RADIOLOGY MEDICAL GROUP OF
SANTA CRUZ COUNTY, INC.",SANTA CRUZ,21,2/29/12
RALEY'S #334,MODESTO,71,9/30/12
RALEYS #335,PITTSBURG,79,10/19/12
RALPHS,LONG BEACH,63,9/17/12
RALPHS GROCERY COMPANY,APPLE VALLEY,49,6/1/12
RALPHS GROCERY COMPANY #733,FOUNTAIN VALLEY,51,12/9/12
RAMBUS INC,SUNNYVALE,68,10/30/12
"RANCHO VALENCIA PARTNERS, LLC",RANCHO SANTA FE,102,1/3/12
"RAYTHEON COMPANY'S SPACE AND
AIRBORNE SYSTEMS",ELSEGUNDO,114,4/20/12
"RAYTHEON COMPANY'S SPACE AND
AIRBORNE SYSTEMS",ELSEGUNDO,105,5/29/12
"RED DOG MANAGEMENT, INC",SANTA MARIA,96,11/1/12
RENAISSANCE DOORS & WINDOWS,FULLERTON,78,12/4/12
"REPUBLIC SERVICES/BROWNING
FERRIS INDOF CA",MILPITAS,93,1/3/12
RICOH,TUSTIN,95,11/30/12
RIDEOUT HOME HEALTH,YUBA CITY,44,11/11/12
"RIVER RANCH FRESH FOODS, LLC",EL CENTRO,459,11/24/12
"RIVER RANCH FRESH FOODS, LLC",SALINAS,277,5/11/12
RIVERSIDE CONVENTION CENTER,RIVERSIDE,77,6/16/12
"ROCKWELL COLLINS, INC.",IRVINE,1,3/12/12
"ROCKWELL COLLINS, INC.",SAN JOSE,41,9/7/12
ROME RESEARCH CORPORATION,CAMP ROBERTS,56,12/31/12
RTI ELECTRONICS,ANAHEIM,49,6/15/12
RYDER,"RANCHO
CUCAMONGA",51,10/26/12
"SAN DIEGO UNION-TRIBUNE, LLC",ESCONDIDO,46,11/30/12
"SAN DIEGO UNION-TRIBUNE, LLC",OCEANSIDE,19,11/30/12
"SAN DIEGO UNION-TRIBUNE, LLC",SAN DIEGO,9,11/30/12
"SAN DIEGO UNION-TRIBUNE, LLC",SAN MARCOS,5,11/30/12
"SAN DIEGO UNION-TRIBUNE, LLC",TEMECULA,1,11/30/12
"SANYO NORTH AMERICA
CORPORATION, DIGITAL SOLUTIONS",CHATSWORTH,74,3/30/12
"SANYO SOLAR USA, LLC",CARSON,114,3/22/12
"SANYO SOLAR USA, LLC",CARSON,5,4/30/12
"SANYO SOLAR USA, LLC",CARSON,9,5/31/12
"SANYO SOLAR USA, LLC",CARSON,1,6/30/12
"SANYO SOLAR USA, LLC",CARSON,12,7/31/12
"SARTORIUS STEDIM SUS, INC.",CONCORD,91,10/12/12
"SAVI TECHNOLOGY, INC",MOUNTAIN VIEW,54,11/17/12
"SCHENKER, INC.",HAWTHORNE,56,3/2/12
"SCHNEIDER NATIONAL CARRIERS,
INC.",FONTANA,161,8/13/12
"SCHNEIDER NATIONAL CARRIERS,
INC.",RIVERSIDE,1,8/13/12
"SCHNEIDER NATIONAL CARRIERS,
INC.",RIVERSIDE,8,8/13/12
SCOLARI'S FOOD & DRUG COMPANY,PASO ROBLES,58,6/10/12
SCOLARI'S FOOD & DRUG COMPANY,PISMO BEACH,49,6/10/12
SCOLARI'S FOOD & DRUG COMPANY,SAN LUIS OBISPO,56,6/10/12
SCOLARI'S FOOD & DRUG COMPANY,SANTA BARBARA,67,6/10/12
SEALED AIR CORPORATION,HAYWARD,49,4/13/12
SEARS HOLDINGS CORPORATION,EL MONTE,77,4/8/12
"SECURE CUSTOMER RELATIONS, INC.",FRESNO,98,6/18/12
SEVEN OAKS COUNTRY CLUB,BAKERSFIELD,73,10/31/12
SIERRA CENTRAL CREDIT UNION,HERLONG,4,11/30/12
SILGAN CONTAINERS,KINGSBURG,53,10/22/12
"SILGAN CONTAINERS
MANUFACTURING",RIVERBANK,180,10/28/12
"SKYLINE CORPORATION (LAYTON
TRAVEL TRAILERS #32)",HEMET,82,4/7/12
SKYWEST AIRLINES,FRESNO,50,8/21/12
SKYWEST AIRLINES,PALM SPRINGS,65,9/18/12
"SLEEPY GIANT ENTERTAINMENT, INC.",NEWPORT BEACH,63,8/31/12
"SONY ELECTRONICS, INC.",SAN DIEGO,80,3/9/12
"SONY ELECTRONICS, INC.",SAN DIEGO,50,6/30/12
"SOUTHERN CALIFORNIA BINDERY &
MAILING, INC.",FONTANA,70,7/15/12
"SOUTHERN CALIFORNIA EDISON
COMPANY",LA PALMA,17,12/31/12
"SOUTHERN CALIFORNIA EDISON
COMPANY",SAN CLEMENTE,90,12/14/12
"SOUTHWEST ADMINISTRATORS, INC.",ALHAMBRA,189,10/8/12
SPACE SYSTEMS/LORAL INC,PALO ALTO,90,10/21/12
SPAGO RESTAURANT,BEVERLY HILLS,125,7/2/12
"ST. JOSEPH HEALTH (MISSION
HOSPITAL)",MISSION VIEJO,150,7/30/12
"ST. JOSEPH HEALTH REVENUE CYCLE
SERVICES",ORANGE,239,9/29/12
ST. JOSEPH HOSPITAL,EUREKA,67,5/30/12
"ST.JUDE MEDICAL CARDIAC RHYTHM
MANGMNT DIV",SYLMAR,82,8/24/12
ST.JUDE MEDICAL CENTER,FULLERTON,155,9/29/12
"ST.JUDE MEDICAL, INC",SYLMAR,45,10/29/12
"ST.JUDE MEDICAL, INC",SYLMAR,114,12/31/12
"STAPLES, INC.",NEWARK,74,3/15/12
"STOCKTON SPORTSERVICE, LLC
(STOCKTON EVENT CENTER)",STOCKTON,86,12/9/12
"SUREFIRE, LLC",FOUNTAIN VALLEY,22,4/24/12
"SUREFIRE, LLC",FOUNTAIN VALLEY,11,5/23/12
"SUREFIRE, LLC",FOUNTAIN VALLEY,21,5/28/12
"SUREFIRE, LLC",FOUNTAIN VALLEY,28,6/6/12
"SUREFIRE, LLC",FOUNTAIN VALLEY,5,6/13/12
"SUREFIRE, LLC",FOUNTAIN VALLEY,21,6/20/12
"SUREFIRE, LLC",FOUNTAIN VALLEY,21,6/26/12
"SUREFIRE, LLC",SANTA ANA,14,5/16/12
"SUTTER EAST BAY HOSPITAL DBA
ALTA BATES SUMMIT MED",BERKELEY,67,8/27/12
"SUTTER EAST BAY HOSPITAL DBA
ALTA BATES SUMMIT MED",BERKELEY,113,8/27/12
"SUTTER EAST BAY HOSPITAL DBA
ALTA BATES SUMMIT MED",OAKLAND,137,8/27/12
"SUTTER EAST BAY HOSPITALS (ALTA
BATES CAMPUS)",BERKELEY,31,9/24/12
"SUTTER EAST BAY HOSPITALS
(HERRICK CAMPUS)",BERKELEY,5,9/24/12
"SUTTER EAST BAY HOSPITALS
(SUMMIT CAMPUS)",OAKLAND,19,9/24/12
SVTC TECHNOLOGIES,SAN JOSE,106,11/17/12
"SYNERGY MEDICAL MANAGEMENT,
LLC",LOS ANGELES,58,1/1/12
"SYNOPSYS, INC.",SAN JOSE,70,3/19/12
TARGET,NEWARK,139,3/6/12
TECHNICOLOR,GLENDALE,50,1/14/12
"TECHNICOLOR CREATIVE SERVICES
USA, INC'S (C&A)",BURBANK,60,12/17/12
"TELEFUNKEN SEMICONDUCTORS
AMERICA",ROSEVILLE,85,9/13/12
TELLABS,PETALUMA,44,4/4/12
TELLABS,SANTA CLARA,205,4/4/12
"TERCICA, INC.",BRISBANE,26,3/31/12
"TERCICA, INC.",BRISBANE,28,6/30/12
"TEVA PHARMACEUTICALS, INC",IRVINE,65,10/29/12
THE BOEING COMPANY,ANAHEIM,16,1/2/12
THE BOEING COMPANY,ANAHEIM,3,1/20/12
THE BOEING COMPANY,ANAHEIM,6,1/31/12
THE BOEING COMPANY,ANAHEIM,10,2/17/12
THE BOEING COMPANY,ANAHEIM,2,3/9/12
THE BOEING COMPANY,ANAHEIM,9,3/23/12
THE BOEING COMPANY,ANAHEIM,6,3/30/12
THE BOEING COMPANY,ANAHEIM,9,4/6/12
THE BOEING COMPANY,ANAHEIM,17,5/28/12
THE BOEING COMPANY,ANAHEIM,6,6/29/12
THE BOEING COMPANY,ANAHEIM,10,7/20/12
THE BOEING COMPANY,ANAHEIM,13,8/24/12
THE BOEING COMPANY,ANAHEIM,9,8/31/12
THE BOEING COMPANY,ANAHEIM,1,10/19/12
THE BOEING COMPANY,ANAHEIM,2,12/14/12
THE BOEING COMPANY,"EDWARDS AIR
FORCE BA",37,2/17/12
THE BOEING COMPANY,"EDWARDS AIR
FORCE BA",10,2/17/12
THE BOEING COMPANY,"EDWARDS AIR
FORCE BA",2,3/23/12
THE BOEING COMPANY,"EDWARDS AIR
FORCE BA",2,4/6/12
THE BOEING COMPANY,"EDWARDS AIR
FORCE BA",1,7/20/12
THE BOEING COMPANY,ELSEGUNDO,28,10/19/12
THE BOEING COMPANY,ELSEGUNDO,9,12/14/12
THE BOEING COMPANY,HUNTINGTON BEACH,45,1/2/12
THE BOEING COMPANY,HUNTINGTON BEACH,38,1/20/12
THE BOEING COMPANY,HUNTINGTON BEACH,13,1/31/12
THE BOEING COMPANY,HUNTINGTON BEACH,12,2/17/12
THE BOEING COMPANY,HUNTINGTON BEACH,40,3/9/12
THE BOEING COMPANY,HUNTINGTON BEACH,62,3/23/12
THE BOEING COMPANY,HUNTINGTON BEACH,12,3/30/12
THE BOEING COMPANY,HUNTINGTON BEACH,7,4/6/12
THE BOEING COMPANY,HUNTINGTON BEACH,42,5/28/12
THE BOEING COMPANY,HUNTINGTON BEACH,29,7/20/12
THE BOEING COMPANY,HUNTINGTON BEACH,46,8/24/12
THE BOEING COMPANY,HUNTINGTON BEACH,41,10/19/12
THE BOEING COMPANY,HUNTINGTON BEACH,30,12/14/12
THE BOEING COMPANY,LONG BEACH,15,1/2/12
THE BOEING COMPANY,LONG BEACH,7,1/20/12
THE BOEING COMPANY,LONG BEACH,2,2/17/12
THE BOEING COMPANY,LONG BEACH,54,3/23/12
THE BOEING COMPANY,LONG BEACH,16,4/6/12
THE BOEING COMPANY,LONG BEACH,169,5/28/12
THE BOEING COMPANY,LONG BEACH,31,7/20/12
THE BOEING COMPANY,LONG BEACH,40,8/24/12
THE BOEING COMPANY,LONG BEACH,18,10/19/12
THE BOEING COMPANY,LONG BEACH,16,12/14/12
THE BOEING COMPANY,SEAL BEACH,17,5/28/12
THE BOEING COMPANY,SEAL BEACH,5,7/20/12
THE BOEING COMPANY,SEAL BEACH,12,8/24/12
THE BOEING COMPANY,VANDENBERG AFB,8,3/30/12
THE BOEING COMPANY,VANDENBERG AFB,1,4/6/12
THE CHEESECAKE FACTORY,LOS ANGELES,130,9/26/12
"THE CHEESECAKE FACTORY BAKERY,
INC.",AGOURA HILLS,135,4/2/12
THE WILSHIRE HOTEL,LOS ANGELES,146,6/10/12
"THQ, INC.",AGOURA HILLS,80,3/26/12
TIME WARNER CABLE,GARDEN GROVE,82,3/10/12
TIME WARNER CABLE,ORANGE,49,6/15/12
TIME WARNER CABLE,SAN DIEGO,70,8/12/12
"TOYOTA CENTRAL (MCCALL
AUTOMOTICE, INC)",LOS ANGELES,130,12/14/12
"TOYOTA MATERIAL HANDLING U.S.A.
(TMHU)",IRVINE,12,4/12/12
"TOYS ""R"" US",RIALTO,57,7/2/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",ARCATA,2,8/1/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",BAKERSFIELD,10,8/1/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",FAIRFIELD,47,8/1/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",FRESNO,18,8/1/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",GARDEN GROVE,84,8/1/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",NEWPORT BEACH,23,8/1/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",NIPOMO,24,8/1/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",POWAY,16,8/1/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",REDDING,115,8/1/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",SACRAMENTO,31,8/1/12
"TRAFFIC CONTROL AND SAFETY
CORPORATION",SAN JOSE,15,8/1/12
TRI-CITY LINEN SUPPLY COMPANY,RIVERSIDE,75,10/27/12
"TRIWEST HEALTHCARE ALLIANCE
CORP",ALAMEDA,2,2/15/12
"TRIWEST HEALTHCARE ALLIANCE
CORP",SAN DIEGO,104,2/15/12
"TRUCKEE DISTRIBUTION
WAREHOUSE (SSI VENTURE LLC)",TRUCKEE,3,6/30/12
"TWO JINN, INC.",CARLSBAD,48,9/16/12
"U.S. LOGISTICS, INC.",BARSTOW,160,7/1/12
"UNIFIED GROCERS, INC. FRESNO
WAREHOUSE",FRESNO,80,10/27/12
UNISYS,"EDWARDS AIR
FORCE BA",20,3/30/12
UNISYS,"EDWARDS AIR
FORCE BA",20,4/27/12
UNISYS,"EDWARDS AIR
FORCE BA",14,6/1/12
UNITED FOOD GROUP,VERNON,360,4/10/12
UNITED HEALTH GROUP,SAN DIEGO,85,1/2/12
UNITED LAUNCH ALLIANCE (ULA),SAN DIEGO,29,1/5/12
UNITED LAUNCH ALLIANCE (ULA),SAN DIEGO,15,3/29/12
"UNITED SPIRAL PIPE, LLC",PITTSBURG,105,8/1/12
USS-POSCO INDUSTRIES,PITTSBURG,144,9/20/12
"VERIZON WIRELESS (CELLCO
PARTNERSHIP)",FOLSOM,94,5/30/12
"VERIZON WIRELESS (CELLCO
PARTNERSHIP)",RANCHO CORDOVA,220,6/30/12
VWR DISTRIBUTION CENTER,BRISBANE,151,6/1/12
"VWR INTERNATIONAL, LLC",BRISBANE,30,11/9/12
"W SILICON VALLEY HOTEL (W HOTEL
MANAGEMENT, INC)",NEWARK,68,12/18/12
"W&F MANUFACTURING, LLC",SUN VALLEY,28,12/7/12
"WALGREENS INFUSION
RESPIRATORY SERVICE",ANAHEIM,63,5/15/12
WALT DISNEY PICTURES,BURBANK,67,12/1/12
"WDC EXPLORATION & WELLS, INC.",MONTCLAIR,54,8/18/12
WELLPOINT,NEWBURY PARK,73,6/4/12
WELLPOINT,NEWBURY PARK,19,6/12/12
WELLS FARGO,CONCORD,4,12/4/12
WELLS FARGO,CONCORD,57,12/30/12
WELLS FARGO & CO,CONCORD,1,1/26/12
"WELLS FARGO (CUSTOMER
CONNECTION)",SANTA ANA,318,5/25/12
WESTERN DIGITAL FREMONT LLC.,FREMONT,77,10/16/12
"WISEBUYS LIQUIDATORS, INC",ELK GROVE,20,10/17/12
"WISEBUYS LIQUIDATORS, INC",FOLSOM,20,10/17/12
"WISEBUYS LIQUIDATORS, INC",ROSEVILLE,45,10/17/12
"WORLD MARKETING, INC",LA MIRADA,80,11/26/12
"XEROX STATE HEALTHCARE, LLC",LOS ANGELES,18,10/20/12
"XEROX STATE HEALTHCARE, LLC",SACRAMENTO,4,10/20/12
"XEROX STATE HEALTHCARE, LLC",STOCKTON,24,10/20/12
XOMA (US) LLC,BERKELEY,78,3/6/12
XPAL POWER INC.,MODESTO,6,1/3/12
"XYRATEX INTERNATIONAL, INC.",WEST SACRAMENTO,27,5/17/12
"XYRATEX INTERNATIONAL, INC.",WEST SACRAMENTO,78,11/29/12
YAHOO! INC.,BURBANK,65,6/8/12
YAHOO! INC.,SAN DIEGO,35,6/8/12
YAHOO! INC.,SANTA CLARA,130,6/8/12
YAHOO! INC.,SANTA MONICA,70,6/8/12
YAHOO! INC.,SUNNYVALE,720,6/8/12
"ZODIAC POOL SYSTEMS, INC.",MOORPARK,125,3/30/12
